identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.primary	contributor.other	identifier.pi	rights	publisher	language.iso	subject.jel	description.version	seriesname	relation.ispartofseries	journalname	relation.ispartof	url	description.abstract	subject.ddc	subject.keyword
176534008X	b	2021	Adoption of yield-increasing technologies in poorly integrated crop output markets				Nikiema, Relwende Apollinaire		10.17811/ebl.10.3.2021.319-330			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15328/14009/44996			
1765338417	b	2021	Pricing of higher education : the case of top-ranked MBA programs				Chen, Andy W.	Chen, Hao	10.17811/ebl.10.3.2021.310-318			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15625/14008/44995			
1765336821	b	2021	Public support for lockdown policies				Boto-García, David		10.17811/ebl.10.3.2021.299-309			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15627/14007/44994			
1765328624	b	2021	Does frequent leadership changes influence firm performance? : insights from China				Akbar, Ahsan	Jiang, Xinfeng|Fareed, Zeeshan|Akbar, Minhas	10.17811/ebl.10.3.2021.291-298			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15319/14006/44993			
1765325943	b	2021	The semiconducting principle of monetary and environmental values exchange				Quan Hoang Vuong		10.17811/ebl.10.3.2021.284-290			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15872/14004/44992			
1765324688	b	2021	Why do the Chinese make direct investment in the Europe? : insights from disaggregated bilateral data				Thong Trung Nguyen	Xuan Vinh Vo	10.17811/ebl.10.3.2021.274-283			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/16064/14003/44991			
1765320569	b	2021	Do female leaders influence bank profitability and bank stability? : evidence from Vietnamese banking sector				Yen Hoang	Ngoc Vu|Linh Nguyen Khanh Duong	10.17811/ebl.10.3.2021.262-273			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15955/14002/44990			
1765317738	b	2021	Financial crisis and diversification strategies : the impact on bank risk, and performance				Pham, Khanh Duy	Ngo Minh Vu|Nguyen Huu Huan|Vu Linh Toan Le	10.17811/ebl.10.3.2021.249-261			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15885/14001/44989			
1765314488	b	2021	Basel violations, volatility model variants and value at risk : optimization of performance deviations in banks				Anjum, Shahid	Qaseem, Naveeda	10.17811/ebl.10.3.2021.240-248			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15820/14011/45001			
176530508X	b	2021	Financial leverage and performance of SMEs in Vietnam : evidence from the post-crisis period				Duy Tung Bui	Nguyen Huu Huan|Vu Minh Ngo	10.17811/ebl.10.3.2021.229-239			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15471/14000/44988			
1765302684	b	2021	Effec of the macroeconomic variables on systemic risk : evidence from Vietnamese economy				Tram Thi Xuan Huong	Nguyen Thi Thanh Hoai	10.17811/ebl.10.3.2021.217-228			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/16065/13999/44987			
1765275547	m	2021	Tax progressivity and social welfare with a continuum of inequality views				Ledić, Marko	Rubil, Ivica|Urban, Ivica			Zagreb, Croatia : The Institute of Economics, Zagreb	eng			EIZ working papers	(DE-627)557798167|(DE-576)28137063X|(DE-600)2408245-4			https://www.eizg.hr/UserDocsImages/publikacije/serijske-publikacije/radni-materijali/Tax%20Progressivity%20and%20Social%20Welfare%20with%20a%20Continuum%20of%20Inequality%20Views.pdf?vel=1101510			
1765253276	b	2021	Role of quoted spreads in financial services		The key role of quoted spreads in financial services and transactions		Peña, Guillermo		10.17811/ebl.10.3.2021.208-216			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/16014/13998/44986			
1765252083	b	2021	Do managers emotional intelligence matter for SMEs business practices?				Huong Trang Kim		10.17811/ebl.10.3.2021.200-207			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15934/13997/44985			
1765245680	b	2021	Nexus between green bonds, financial and environmental indicators				Ngo Thai Hung		10.17811/ebl.10.3.2021.191-199			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15853/13996/44984			
1765242452	b	2021	Market structure, state ownership and monetary policy transmission through bank lending channel : evidence from Vietnamese commercial banks				Nguyen Huu Huan	Vu Minh Ngo|Thanh Phuc Nguyen	10.17811/ebl.10.3.2021.164-177			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/15461/13995/44983			
1760490636	m	2021	Baustellen des Multilateralismus				Beisheim, Marianne	Ellmers, Bodo|Fritzsche, Felicitas|Köhler, Gabriele|Ryding, Tove Maria|Weinlich, Silke|Martens, Jens			Bonn : Global Policy Forum	ger				(DE-627)176098941X			https://www.globalpolicy.org/sites/default/files/Baustellen_des_Multilateralismus_Online.pdf			
1751365972	b	2021	The effect of central bank transparency on inflation persistence				Oikonomou, Georgios	Papadamou, Stephanos|Spyromitros, Eleftherios	10.17811/ebl.10.1.2021.58-68			eng					Economics and Business Letters	(DE-627)739898418|(DE-600)2708683-5|(DE-576)380469812	https://reunido.uniovi.es/index.php/EBL/article/download/14145/13511/40475			
1771633735	b	2020	Electoral uncertainty and corporate investment : evidence from European countries				Mádr, Michal		10.31577/ekoncas.2021.06.05			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0810125606%2021%20Madr%20+%20SR.pdf			
1771633301	b	2020	Impact of macroeconomic indicators on mortgage loans in the V4				Krkošková, Radmila	Szkorupová, Zuzana	10.31577/ekoncas.2021.06.04			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0810121306%2021%20Krko%C5%A1kov%C3%A1%20+%20SR.pdf			
1771632879	b	2020	Efficiency on the Slovak private pension funds markets and legislative changes effects analysis				Mitkova, Veronika	Mlynarovič, Vladimír	10.31577/ekoncas.2021.06.03			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0810121506%2021%20Mitkova%20+%20SR.pdf			
177163250X	b	2020	Is there a real chance to adopt the CCCTB without UK participation in the EU?				Nerudová, Danuše	Solilova, Veronika|Litzman, Marek	10.31577/ekoncas.2021.06.02			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0810124406%2021%20Solilova%20+%20SR.pdf			
1771632070	b	2020	"Sovereign credit ratings in ""new"" EU member states : a comparative analysis in times of crisis and tranquility"				Stawasz-Grabowska, Ewa	Stawska, Joanna	10.31577/ekoncas.2021.06.01			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0810115406%2021%20Stawasz-Grabowska%20-%20Stawska%20+SR.pdf			
177163149X	b	2020	"Sovereign credit ratings in ""new"" EU member states : a comparative analysis in times of crisis and tranquility : appendices"				Stawasz-Grabowska, Ewa	Stawska, Joanna				eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0624113506%2021%20Stawasz-Grabowska%20online%20appendices.pdf			
1771630590	b	2020	Atypical forms of employment in SMEs : case study of Nitra region				Korcsmáros, Enikő		10.31577/ekoncas.2021.05.05			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0608151605%2021%20Korcsm%C3%A1ros%20+%20SR.pdf			
1771630205	b	2020	Measuring the influence of environmental policy on economic development of the countries : EU-28 scope				Vovk, Marta	Varenyk, Viktoriia|Pestovska, Zoia|Atamas, Petro|Atamas, Oleksandr|Shevchenko, Valentyna	10.31577/ekoncas.2021.05.04			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0608151805%2021%20Vovk%20+%20SR.pdf			
1771629584	b	2020	States of the former Yugoslavia : a different look at convergence with the EU core				Petrović-Vujačić, Jelica	Tanasković, Svetozar|Miljković, Marko|Vujačić, Ivan	10.31577/ekoncas.2021.05.03			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0608154105%2021%20Petrovi%C4%87-Vuja%C4%8Di%C4%87%20+SR.pdf			
1771628995	b	2020	COVID-19 and the stock markets : a glance at the initial effects of the pandemic				Sorić, Petar		10.31577/ekoncas.2021.05.02			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0608151405%2021%20Soric%20+%20SR.pdf			
1771628669	b	2020	Do active labor market policies increase the subjective well-being of the unemployed? evidence from OECD countries				Sahnoun, Marwa	Abdennadher, Chokri	10.31577/ekoncas.2021.05.01			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0608153705%2021%20Sahnoun%20+%20SR.pdf			
1771628219	b	2020	COVID-19 and the stock markets : a glance at the initial effects of the pandemic$dappendix 1				Sorić, Petar					eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0531131005%2021%20Soric%20Appendix%201%20(for%20online%20publication).pdf			
1771621907	b	2020	Spomienka na významného českého ekonóma profesora Michala Mejstříka				Brzica, Daneš	Mejstříka, Michala	10.31577/ekoncas.2021.04.06			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0503112904%2021%20Spomienka%20%20-%20Brzica%20+%20SR.pdf			
1771620315	b	2020	Testing prospect theory parameters and the impact of human capital in the business domain				Zelienková, Andrea		10.31577/ekoncas.2021.04.05			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0505125304%2021%20Zelienkov%C3%A1%20+%20SR.pdf			
1771619678	b	2020	Evaluation of framework conditions supporting young innovators in central Europe				Januska, Martin	Faifr, Adam	10.31577/ekoncas.2021.04.04			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0505120404%2021%20Januska%20+%20SR.pdf			
1771617411	b	2020	Do working women contribute to higher consumption expenditures?				Wen, Jun	Waheed, Junaid|Hussain, Hadi	10.31577/ekoncas.2021.04.03			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0503114104%2021%20Waheed%20+%20SR.pdf			
1771615907	b	2020	Proposal for securitization of systemic risk in Slovak agriculture				Pinda, L'udovít	Páleš, Michal|Smažáková, Lenka|Mišota, Branislav	10.31577/ekoncas.2021.04.02			eng					Ekonomický časopis	(DE-627)335257321|(DE-600)2058973-6|(DE-576)263470202	https://www.sav.sk/journals/uploads/0503110604%2021%20Pinda%20+%20SR.pdf			
177161398X	b	2020	Strategic capabilities and success of food-processing firms in Tanzania				Ishengoma, Esther	Charles, Goodluck|Rutashobya, Lettice Kinunda				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/4139/3670			
1771613548	b	2020	User participation approach to key attributes of e-government implementation in developing countries : a case of Tanzania				Kagoya, Sumaya	Mbamba, Ulingeta				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/4111/3661			
1771612932	b	2020	Adoption of cash deposits through Automated Teller Machines (ATMs) by banks in Tanzania : a case of selected commercial banks in Dar es Salaam				Mbogoro, Filbert	Masele, Juma James				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/4112/3662			
1771612584	b	2020	The relationship between organizational characteristics variables and management accounting system attributes in manufacturing firms				Kingazi, Geofrey Pius	Chalu, Henry|Kitindi, Ernest				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/4109/3659			
1771612029	b	2020	Do employees' perceptions on interpersonal trust and work engagement differ across employee groups?				Nkambwe, Ismael	Dominic, Theresia				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/4108/3658			
1771611553	b	2020	Promoting youth employment through enterprise development : lessons from the STRYDE intervention				Melyoki, Lemayon Lemilia					eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/4107/3657			
1771606762	b	2020	The moderating effect of professional boards on the influence of external audit services on IPSAS implementation in Tanzania : the accountants' perspectives$dNeema Kiure Mssusa, Henry Chalu, Sylvia Temu				Mssusa, Neema Kiure	Chalu, Henry|Shayo-Temu, Sylvia				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/4106/3656			
1771606215	b	2020	Fiscal expansion, adjustment and economic growth in Tanzania : 1967-2016				Mtui, John M.	Ndanshau, Michael O. A.				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/3909/3570			
1771605979	b	2020	The effect of mobile money uses on rudimentary financial literacy in Tanzania				Nyakale, Regina	Rugaimukamu, Deogratius M.B|Akaro, Rocky J.				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/3906/3569			
1771605502	b	2020	Organizational justice and job satisfaction among different employee groups : the mediating role of trust				Ngeleshi, Jacqueline	Dominic, Theresia				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/3905/3568			
1771605014	b	2020	The role of spatial context for women's engagement in rural entrepreneurship in Tanzania				Wilson, Merezia	Rutashobya, Lettice Kinunda|Gaddefors, Johan|Melyoki, Lemayon Lemilia|Otto, Opira				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/3904/3567			
1771058994	b	2020	Hospitality employment perceptions among non-hospitality management students and their implications for subsequent job hire in the industry				Sanga, John J.					eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/3903/3566			
1771058153	b	2020	Blockchain : a disruptive and transformative technology of the fourth industrial revolution				Mwandosya, Mark J.	Luhanga, M. L.				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/3900/3564			
1771056622	b	2020	The impact of entrepreneurship education and entrepreneurial attitude on entrepreneurial intentions among undergraduate students in Uganda				Kisubi, Moses Kisame	Korir, Michael|Bonuke, Ronald				eng					Business management review	(DE-627)898111358|(DE-600)2905796-6|(DE-576)493563148	https://journals.udsm.ac.tz/index.php/bmr/article/download/3902/3565			
1769950133	b	2020	Enhancing the efficiency of management development programmes through ethical leadership				Sulema, A.	Dirk, Rossouw|Bounds, M.				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/619/870			
1769949771	b	2020	Administrative barriers : influence on port management operations				Turcanu (Marcu), Andra Luciana	Gasparotti, Carmen Marilena				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/515/583			
1769949410	b	2020	An analytical precis of debt relief measures under the insolvency act 24 of 1936				Chitimira, Howard	Magau, Phemelo				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/367/488			
1769949038	b	2020	Exploring interdependence in tourism economic development ecosystems				Thomas, Peta					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/302/487			
1769948791	b	2020	Does the diversification of the economy matter? : an assessment of the situation in South Africa				Meyer, Daniel					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/301/486			
1769948651	b	2020	Entrepreneurship as a predictive factor for employment and investment : the case of selected european countries				Meyer, Natanya	Meyer, Daniel				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/300/485			
1769948392	b	2020	Rationalism, pseudo-rationalism, and the lack of rationalism : realistic scenarios about the beginning of the World Crisis of 2007				Bodea, Gabriela	Plopeanu, Aurelian-Petruş				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/299/484			
1769948198	b	2020	On economic change : landmarks of economic modernism				Bodea, Gabriela	Plopeanu, Aurelian-Petruş|Homocianu, Daniel				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/298/483			
1769947590	b	2020	The nexus between public expenditure and economic growth				Mokoena, Sipho K.	Rachidi, Mamoloko|Ngwakwe, Collins C.				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/297/482			
1769947299	b	2020	Push and pull factors for domestic leisure travel in Mtubatuba Local Municipality, South Africa				Ezeuduji, Ikechukwu Onyekwere	Dlomo, Nokulunga C.				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/296/481			
176958031X	b	2020	A case study of impact of changes in the manufacturing cycle in supply chain Management in Bhel-Hpv Plant, Visakhapatnam				Rao, Gudivada Venkat	Rao, G. Venkateshwar				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/295/480			
1769579230	b	2020	Measuring the interdependence between economic growth and human development in South Africa				Ngwakwe, Collins C.					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/294/479			
1769578684	b	2020	Inequality, poverty and economic growth in Nigeria				Nwosa, P. I.	Ehinomen, C.				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/293/478			
1769578331	b	2020	Nuanced gender perceptions on the influences of formal education and business networks on tourism-related business operations				Nzama, Nompumelelo	Ezeuduji, Ikechukwu Onyekwere				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/292/477			
1769550909	b	2020	Do firms post prices after seeing the cost pricing programs of competitors?				Subhani, Muhammad Imtiaz	Osman, Amber				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/291/476			
1769549390	b	2020	Accounting of the operations regarding the calculation and recording of tax on profit				Beldiman, Camelia Madalina					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/290/868			
1769549013	b	2020	The dependence of net average wage on labour productivity in Romania				Ioan, Cătălin Angelo	Ioan, Gina				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/288/474			
1769547258	b	2020	Causal relationship between stock market and macroeconomic variables : Indian evidence				Roy, Subrata					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/535/703			
1769546804	b	2020	Interest rate and economic growth as determinants of firms investment decision in Nigeria : a cointegration approach				Oladipo, Olaniyan Niyi	Samuel, Adegboyo Olufemi|Olumuyiwa, Owoniya Babajide|Abidemi, Alaketu Akeem				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/748/968			
1769545700	b	2020	Corporate governance and financial performance of deposit money banks in Nigeria				Ogunmakin, Adeduro Adesola	Fajuyagbe, Samson Bamikole|Alayo, Richard Adetunji				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/744/1127			
1769544666	b	2020	The importance of e-governance in furthering Albanias development and EU enlargement perspective				Keta, Majlinda	Ziu, Kejsi				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/708/919			
1769523170	b	2020	The global economic crisis reflected in the statistical forecasts				Ionescu, Victor-Romeo					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/641/917			
1769518479	b	2020	Overview analysis of policy and related measures for the promotion of financial inclusion for the poor and low-income earners in South Africa				Chitimira, Howard					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/563/719			
1769518274	b	2020	Determinants of debt financing in Nigeria				Abdulmumin, Biliqees Ayoola					eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/405/717			
1769517901	b	2020	Accrual earnings management, real earnings management and firms value of quoted manufacturing companies in Nigeria				Olatunji, Olaoye Clement	Juwon, Akinleye Micah				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/411/716			
1769517480	b	2020	Exchange rate regime : which institutions to strengthen the viability of corner solutions?				Sali, Alhadj Malloum	André, Abessolo Yves|Paulin, Dazoue Dongue Guy				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/491/714			
1769516972	b	2020	Does inflation asymmetrically afect foreign direct investment in an emerging market? : an application of the non-linear autoregressive distributed lag (NARDL) model				Adebayo, Tomiwa Sunday	Akinsola, Gbenga Daniel|Olkushola Olanrewaju, Victoria|Abolaji, Abisoye				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/531/712			
1769516697	b	2020	The effect of bank liquidity and unemployment on bank credit risk				Marozva, Godfrey	Mutezo, Ashley T.				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/573/708			
1769516530	b	2020	Graduate underemployment challenges and future labour market uncertainties in Nigeria				Chigozie, Agu Osmond	Ojide, Makuachukwu Gabriel|Mbah, Stella Ada				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/588/705			
1769516395	b	2020	Financing of political parties and electoral campaigns in Kosovo				Haxhiu, Sadik	Tosuni, Gezim				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/267/702			
1769515747	b	2020	The link between foreign direct investment and stock exchange value				Dzomonda, Obey	Ngwakwe, Collins C.				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/229/701			
176951547X	b	2020	Re-investigating foreign direct investment and poverty alleviation : does status quo still hold within ECOWAS Sub-Region?				Aderemi, Timothy Ayomitunde	Okoh, Johnson Ifeanyi|Olusegun, Fagbola Lawrence|Idowu, Afolasade Florence				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/552/700			
1769515348	b	2020	SMEs and sustainable entrepreneurship in South Africa : impact analysis of contextual factors in the services sector				Kanayo, Ogujiuba	Nico, R.|Nasiru, M.|Ogujiuba, C.|Boshoof, Estelle				eng					EuroEconomica	(DE-627)62064382X|(DE-600)2543175-4|(DE-576)320624145	https://dj.univ-danubius.ro/index.php/EE/article/view/371/699			
1769507124	b	2020	Customer service at independent retail food chains in Kwazulu-Natal				Tlapana, Tshepo					eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_807tlapana89-98.pdf			
1769507027	b	2020	Not reviewing the movie but reviewing other reviews : effective online movie reviews in Japan, a country with high uncertainty-avoidance behavior				Morikawa, Miyuki					eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_808morikawa99-108.pdf			
1769506853	b	2020	Literature review : development of a model to promote and measure inspiration in online shops				Sturm, Hieronymus					eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_809sturm109-117.pdf			
1769506551	b	2020	Experiential marketing impact on experiential value and customer satisfaction : case of Winter Wonderland amusement park in Saudi Arabia				Naser Alsaid, Khaloud	Ben Amor, Nour El Houda				eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_810alsaid118-128.pdf			
1769506268	b	2020	Color matters : the impact of logo color on consumer perceived eco-friendliness				Ranaweera, Achini Tharaka	Wasala, Kamal				eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_811ranaweera129-139.pdf			
1769505687	b	2020	Understanding consumers online shopping behavior during the Covid-19 pandemic : empirical research				Vinerean, Simona					eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_812vinerean140-150.pdf			
1769502122	b	2020	Relationships between social media promotion, attention, interest, search, action, and share of tourists in Kei Island				Lutur, Nellyn	Santoso, Singgih				eng					Expert journal of marketing	(DE-627)778946770|(DE-600)2758454-9|(DE-576)401713660	https://marketing.expertjournals.com/ark:/16759/EJM_801santoso1-8.pdf			
