identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.primary	contributor.other	identifier.pi	rights	publisher	language.iso	subject.ddc	subject.jel	description.version	subject.keyword	relation.ispartofseries	relation.ispartof	url	description.abstract
1671063430	m	2019	Booms and busts with dispersed information				Benhima, Kenza				London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13444	
1671083741	m	2019	New characteristics and hedonic price index numbers				Crawford, Ian	Neary, J. Peter			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13445	
1671065360	m	2019	Renegotiation of trade agreements and firm exporting decisions : evidence from the impact of Brexit on UK exports				Crowley, Meredith A.	Exton, Oliver|Han, Lu			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13446	
1671066588	m	2019	How fast is this novel technology going to be a hit?				Veugelers, Reinhilde	Pezzoni, Michele|Visentin, Fabiana			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13447	
1671069854	m	2019	"Canadian legalization of cannabis reduces both its cash usage and ""black"" economy"				Goodhart, Charles A. E.	Ashworth, Jonathan			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13448	
1671074416	m	2019	The generation gap in direct democracy				Ahlfeldt, Gabriel M.	Maennig, Wolfgang|Müller, Steffen			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13449	
1671075897	m	2019	The origins and effects of macroeconomic uncertainty				Bianchi, Francesco	Kung, Howard|Tirskikh, Mikhail			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13450	
1671084381	m	2019	Mothers' care : reversing early childhood health shocks through parental investments				Bellés-Obrero, Cristina	Cabrales, Antonio|Jiménez-Martín, Sergi|Vall Castello, Judit			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13451	
1671077547	m	2019	Has the U.S. wage Phillips curve flattened? : a semi-structural exploration				Galí, Jordi	Gambetti, Luca			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13452	
1671388895	m	2019	China vs. U.S. : IMS meets IPS				Maggiori, Matteo	Farhi, Emmanuel			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13453	
1671393287	m	2019	Volatility, valuation ratios, and bubbles : an empirical measure of market sentiment				Martin, Ian	Gao, Can			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13454	
1671395891	m	2019	Measuring global real economic activity : do recent critiques hold up to scrutiny?				Kilian, Lutz				London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13455	
1671397401	m	2019	Banks' systemic risk and monetary policy				Faia, Ester	Karau, Soeren			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13456	
1671399196	m	2019	Markets for financial innovation				Babus, Ana	Hachem, Kinda			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13457	
1671403282	m	2019	Disclosure regulation and corporate acquisitions				Ormazabal, Gaizka	Bonetti, Pietro|Duro, Miguel			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13458	
1671407628	m	2019	Aggregation and the gravity equation				Redding, Stephen	Weinstein, David E.			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13459	
1671410025	m	2019	Declared support and clientelism				Nichter, Simeon	Nunnari, Salvatore			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13460	
1671418654	m	2019	Organizing competition for the market				Iossa, Elisabetta	Rey, Patrick|Waterson, Michael			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13461	
1671420535	m	2019	Why are schools segregated? : evidence from the secondary-school match in Amsterdam				Oosterbeek, Hessel	Sóvágó, Sándor|Klaauw, Bas van der			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13462	
1671639855	m	2019	Good carry, bad carry				Bekaert, Geert	Panayotov, George			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13463	
1671641442	m	2019	Currency factors				Aloosh, Arash	Bekaert, Geert			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13464	
1671645499	m	2019	The trials of the trilemma : international finance 1870-2017				Esteves, Rui Pedro	Eichengreen, Barry			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13465	
1671646797	m	2019	Heterogeneous households under uncertainty				Veronesi, Pietro				London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13466	
1671647440	m	2019	Networks and spillovers in software in Israeli hi-tech				Gandal, Neil	Cohen, Shani			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13467	
1671649079	m	2019	Credit and income				Delēs, Manthos D.	Fringuellotti, Fulvia|Ongena, Steven			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13468	
1671660641	m	2019	A theory of structural change that can fit the data				Alder, Simon	Boppart, Timo|Müller, Andreas			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13469	
1671662164	m	2019	The global component of inflation volatility				Marcellino, Massimiliano	Carriero, Andrea|Corsello, Francesco			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13470	
1671663306	m	2019	Public debt through the ages				Eichengreen, Barry	ElGanainy, Asmaa Adel|Esteves, Rui Pedro|Mitchener, Kris			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13471	
1671664469	m	2019	Investor protection and asset prices				Başak, Suleyman	Chabakauri, Georgy|Yavuz, Mehmet Deniz			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13472	
1672316855	m	2019	Marginal jobs and job surplus : a test of the efficiency of separations				Jäger, Simon	Schoefer, Benjamin|Zweimüller, Josef			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13473	
1672317738	m	2019	Child penalties across countries : evidence and explanations				Landais, Camille	Kleven, Henrik Jacobsen|Posch, Johanna|Steinhauer, Andreas|Zweimüller, Josef			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13474	
1672318750	m	2019	Dual labour markets revisited				Bentolila, Samuel	Dolado, Juan J.|Jimeno, Juan F.			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13475	
1672322707	m	2019	Female leadership and gender gap within firms : evidence from an Italian board reform				Maida, Agata	Weber, Andrea			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13476	
1672326583	m	2019	On event study designs and distributed-lag models : equivalence, generalization and practical implications				Schmidheiny, Kurt	Siegloch, Sebastian			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13477	
1672329965	m	2019	Oil prices, exchange rates and interest rates				Kilian, Lutz	Zhou, Xiaoqing			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13478	
1672339081	m	2019	Storable votes and quadratic voting : an experiment on four California propositions				Casella, Alessandra	Sanchez, Luis			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13479	
1672344506	m	2019	The Phillips multiplier				Barnichon, Régis	Mesters, Geert			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13480	
1682373878	m	2019	The Ins and Outs of labor force participation				Barnichon, Régis				London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13481	
1672347475	m	2019	International buyers' sourcing and suppliers' markups in Bangladeshi garments				Macchiavello, Rocco	Cajal-Grossi, Julia|Noguera, Guillermo			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13482	
1672350689	m	2019	Experimentation, learning, and preemption				Ozdenoren, Emre	Hoppe-Wewetzer, Heidrun|Katsenos, Georgios			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13483	
1672355052	m	2019	Salience of inherited wealth and the support for inheritance taxation				Waldenström, Daniel	Bastani, Spencer			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13484	
1672356652	m	2019	The missing ingredient : distance : internal migration and its long-term economic impact in the United States				Berlepsch, Viola von	Rodríguez-Pose, Andrés			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13485	
1672359317	m	2019	Can policy change culture? : government pension plans and traditional kinship practices				Bau, Natalie				London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13486	
1672362121	m	2019	Unequal migration and urbanisation gains in China				Combes, Pierre-Philippe	Démurger, Sylvie|Li, Shi|Wang, Jianguo			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13487	
1676184953	m	2019	Partial language competence				Hagenbach, Jeanne	Koessler, Frédéric			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13488	
1676186174	m	2019	Big data and firm dynamics				Veldkamp, Laura	Farboodi, Maryam|Mihet, Roxana|Philippon, Thomas			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13489	
1676188959	m	2019	Does central bank tone move asset prices?				Schmeling, Maik	Wagner, Christian			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13490	
1676190201	m	2019	Gravity, counterparties, and foreign investment				Ramadorai, Tarun	Shimizu, Chihiro			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13491	
1676191410	m	2019	Identification versus misspecification in new keynesian monetary policy models				Lindé, Jesper	Laséen, Stefan|Ratto, Marco			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13492	
1676192166	m	2019	Corporate capture of blockchain governance				Ferreira, Daniel Bernardo Soares	Li, Jin|Nikolowa, Radoslawa			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13493	
1676193960	m	2019	Equity finance : matching liability to power				Goodhart, Charles A. E.	Lastra, Rosa M.			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13494	
1676194622	m	2019	The global macroeconomics of a trade war : the EAGLE model on the US-China trade conflict				Bolt, Wilko	Mavromatis, Kostas|Wijnbergen, Sweder van			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13495	
1676199799	m	2019	The logic of fear : populism and media coverage of immigrant crimes				Couttenier, Mathieu	Hatte, Sophie|Thoenig, Mathias|Vlachos, Stephanos			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13496	
1676201742	m	2019	Intergenerational mobility in Africa				Alesina, Alberto	Hohmann, Sebastian|Michalopulos, Stelios|Papaioannou, Elias			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13497	
1676204547	m	2019	Demand estimation with strategic complementarities : sanitation in Bangladesh				Mobarak, Ahmed Mushfiq	Levinsohn, James Alan|Guiteras, Raymond			London : Centre for Economic Policy Research	eng					(DE-627)32040868X|(DE-576)095551840|(DE-600)2001019-9		https://cepr.org/active/publications/discussion_papers/download.php?dpno=13498	
